ID,Year,Party,Race
5441,2019,Republican,White
5442,2019,Democrat,White
5443,2019,Republican,White
5444,2019,Democrat,White
5445,2019,Democrat,White
5446,2019,Independent,White
5447,2019,Republican,White
5448,2019,Independent,White
5449,2019,Democrat,White
5450,2019,Independent,White
5451,2019,Republican,White
5452,2019,Republican,White
5453,2019,Republican,White
5454,2019,Democrat,White
5455,2019,Democrat,White
5456,2019,Independent,White
5457,2019,Independent,White
5458,2019,Republican,White
5459,2019,Republican,White
5460,2019,Republican,White
5461,2019,Republican,White
5462,2019,Unsure/Refused,White
5463,2019,Independent,White
5464,2019,Independent,White
5465,2019,Democrat,White
5466,2019,Republican,White
5467,2019,Democrat,White
5468,2019,Independent,White
5469,2019,Independent,White
5470,2019,Democrat,White
5471,2019,Democrat,White
5472,2019,Republican,White
5473,2019,Democrat,White
5474,2019,Democrat,White
5475,2019,Independent,White
5476,2019,Republican,White
5477,2019,Democrat,White
5478,2019,Republican,White
5479,2019,Republican,White
5480,2019,Republican,White
5481,2019,Democrat,White
5482,2019,Independent,White
5483,2019,Republican,White
5484,2019,Democrat,White
5485,2019,Unsure/Refused,White
5486,2019,Democrat,White
5487,2019,Republican,White
5488,2019,Independent,White
5489,2019,Independent,White
5490,2019,Independent,White
5491,2019,Independent,White
5492,2019,Democrat,White
5493,2019,Democrat,White
5494,2019,Democrat,White
5495,2019,Republican,White
5496,2019,Independent,White
5497,2019,Independent,White
5498,2019,Independent,White
5499,2019,Republican,White
5500,2019,Republican,White
5501,2019,Democrat,White
5502,2019,Independent,White
5503,2019,Republican,White
5504,2019,Republican,White
5505,2019,Independent,White
5506,2019,Unsure/Refused,White
5507,2019,Independent,White
5508,2019,Independent,White
5509,2019,Republican,White
5510,2019,Democrat,White
5511,2019,Republican,White
5512,2019,Independent,White
5513,2019,Democrat,White
5514,2019,Republican,White
5515,2019,Democrat,White
5516,2019,Republican,White
5517,2019,Democrat,White
5518,2019,Republican,White
5519,2019,Republican,White
5520,2019,Independent,White
5521,2019,Republican,White
5522,2019,Republican,White
5523,2019,Republican,White
5524,2019,Independent,White
5525,2019,Republican,White
5526,2019,Republican,White
5527,2019,Independent,White
5528,2019,Independent,White
5529,2019,Independent,White
5530,2019,Independent,White
5531,2019,Republican,White
5532,2019,Democrat,White
5533,2019,Democrat,White
5534,2019,Unsure/Refused,White
5535,2019,Independent,White
5536,2019,Republican,White
5537,2019,Democrat,White
5538,2019,Democrat,White
5539,2019,Democrat,White
5540,2019,Democrat,White
5541,2019,Unsure/Refused,White
5542,2019,Independent,White
5543,2019,Republican,White
5544,2019,Republican,White
5545,2019,Independent,White
5546,2019,Unsure/Refused,White
5547,2019,Republican,White
5548,2019,Republican,White
5549,2019,Democrat,White
5550,2019,Republican,White
5551,2019,Democrat,White
5552,2019,Republican,White
5553,2019,Democrat,White
5554,2019,Republican,White
5555,2019,Independent,White
5556,2019,Democrat,White
5557,2019,Republican,White
5558,2019,Republican,White
5559,2019,Independent,White
5560,2019,Independent,White
5561,2019,Independent,White
5562,2019,Democrat,White
5563,2019,Democrat,White
5564,2019,Independent,White
5565,2019,Independent,White
5566,2019,Independent,White
5567,2019,Republican,White
5568,2019,Independent,White
5569,2019,Independent,White
5570,2019,Independent,White
5571,2019,Democrat,White
5572,2019,Independent,White
5573,2019,Independent,White
5574,2019,Independent,White
5575,2019,Republican,White
5576,2019,Democrat,White
5577,2019,Republican,White
5578,2019,Independent,White
5579,2019,Independent,White
5580,2019,Democrat,White
5581,2019,Democrat,White
5582,2019,Republican,White
5583,2019,Independent,White
5584,2019,Republican,White
5585,2019,Independent,White
5586,2019,Democrat,White
5587,2019,Democrat,White
5588,2019,Republican,White
5589,2019,Unsure/Refused,White
5590,2019,Democrat,White
5591,2019,Independent,White
5592,2019,Republican,White
5593,2019,Independent,White
5594,2019,Independent,White
5595,2019,Independent,White
5596,2019,Republican,White
5597,2019,Independent,White
5598,2019,Independent,White
5599,2019,Independent,White
5600,2019,Independent,White
5601,2019,Independent,White
5602,2019,Republican,White
5603,2019,Republican,White
5604,2019,Independent,White
5605,2019,Independent,White
5606,2019,Unsure/Refused,White
5607,2019,Independent,White
5608,2019,Republican,White
5609,2019,Independent,White
5610,2019,Independent,White
5611,2019,Independent,White
5612,2019,Independent,White
5613,2019,Republican,White
5614,2019,Independent,White
5615,2019,Independent,White
5616,2019,Independent,White
5617,2019,Independent,White
5618,2019,Democrat,White
5619,2019,Independent,White
5620,2019,Democrat,White
5621,2019,Republican,White
5622,2019,Democrat,White
5623,2019,Republican,White
5624,2019,Democrat,White
5625,2019,Independent,White
5626,2019,Republican,White
5627,2019,Republican,White
5628,2019,Independent,White
5629,2019,Republican,White
5630,2019,Independent,White
5631,2019,Republican,White
5632,2019,Republican,White
5633,2019,Democrat,White
5634,2019,Democrat,White
5635,2019,Independent,White
5636,2019,Democrat,White
5637,2019,Republican,White
5638,2019,Democrat,White
5639,2019,Democrat,White
5640,2019,Republican,White
5641,2019,Independent,White
5642,2019,Republican,White
5643,2019,Republican,White
5644,2019,Independent,White
5645,2019,Democrat,White
5646,2019,Democrat,White
5647,2019,Republican,White
5648,2019,Democrat,White
5649,2019,Independent,White
5650,2019,Republican,White
5651,2019,Unsure/Refused,White
5652,2019,Democrat,White
5653,2019,Republican,White
5654,2019,Democrat,White
5655,2019,Independent,White
5656,2019,Republican,White
5657,2019,Democrat,White
5658,2019,Republican,White
5659,2019,Independent,White
5660,2019,Democrat,White
5661,2019,Republican,White
5662,2019,Independent,White
5663,2019,Independent,White
5664,2019,Republican,White
5665,2019,Republican,White
5666,2019,Independent,White
5667,2019,Republican,White
5668,2019,Republican,White
5669,2019,Democrat,White
5670,2019,Democrat,White
5671,2019,Independent,White
5672,2019,Independent,White
5673,2019,Independent,White
5674,2019,Independent,White
5675,2019,Republican,White
5676,2019,Republican,White
5677,2019,Independent,White
5678,2019,Democrat,White
5679,2019,Independent,White
5680,2019,Independent,White
5681,2019,Independent,White
5682,2019,Republican,White
5683,2019,Unsure/Refused,White
5684,2019,Democrat,White
5685,2019,Republican,White
5686,2019,Republican,White
5687,2019,Republican,White
5688,2019,Republican,White
5689,2019,Democrat,White
5690,2019,Republican,White
5691,2019,Republican,White
5692,2019,Republican,White
5693,2019,Republican,White
5694,2019,Republican,White
5695,2019,Democrat,White
5696,2019,Republican,White
5697,2019,Independent,White
5698,2019,Republican,White
5699,2019,Republican,White
5700,2019,Republican,White
5701,2019,Unsure/Refused,White
5702,2019,Republican,White
5703,2019,Democrat,White
5704,2019,Republican,White
5705,2019,Republican,White
5706,2019,Independent,White
5707,2019,Republican,White
5708,2019,Democrat,White
5709,2019,Democrat,White
5710,2019,Republican,White
5711,2019,Republican,White
5712,2019,Republican,White
5713,2019,Republican,White
5714,2019,Independent,White
5715,2019,Democrat,White
5716,2019,Republican,White
5717,2019,Independent,White
5718,2019,Independent,White
5719,2019,Democrat,White
5720,2019,Republican,White
5721,2019,Democrat,White
5722,2019,Independent,White
5723,2019,Independent,White
5724,2019,Republican,White
5725,2019,Republican,White
5726,2019,Independent,White
5727,2019,Independent,White
5728,2019,Democrat,White
5729,2019,Independent,White
5730,2019,Democrat,White
5731,2019,Independent,White
5732,2019,Republican,White
5733,2019,Independent,White
5734,2019,Democrat,White
5735,2019,Democrat,White
5736,2019,Republican,White
5737,2019,Democrat,White
5738,2019,Democrat,White
5739,2019,Democrat,White
5740,2019,Unsure/Refused,White
5741,2019,Democrat,White
5742,2019,Independent,White
5743,2019,Independent,White
5744,2019,Independent,White
5745,2019,Independent,White
5746,2019,Republican,White
5747,2019,Republican,White
5748,2019,Democrat,White
5749,2019,Independent,White
5750,2019,Independent,White
5751,2019,Republican,White
5752,2019,Independent,White
5753,2019,Independent,White
5754,2019,Independent,White
5755,2019,Democrat,White
5756,2019,Republican,White
5757,2019,Democrat,White
5758,2019,Republican,White
5759,2019,Democrat,White
5760,2019,Democrat,White
5761,2019,Independent,White
5762,2019,Democrat,White
5763,2019,Independent,White
5764,2019,Republican,White
5765,2019,Democrat,White
5766,2019,Independent,White
5767,2019,Democrat,White
5768,2019,Democrat,White
5769,2019,Democrat,White
5770,2019,Unsure/Refused,White
5771,2019,Republican,White
5772,2019,Republican,White
5773,2019,Independent,White
5774,2019,Republican,White
5775,2019,Republican,White
5776,2019,Independent,White
5777,2019,Democrat,White
5778,2019,Republican,White
5779,2019,Democrat,White
5780,2019,Independent,White
5781,2019,Republican,White
5782,2019,Republican,White
5783,2019,Independent,White
5784,2019,Republican,White
5785,2019,Republican,White
5786,2019,Democrat,White
5787,2019,Republican,White
5788,2019,Republican,White
5789,2019,Independent,White
5790,2019,Republican,White
5791,2019,Republican,White
5792,2019,Republican,White
5793,2019,Democrat,White
5794,2019,Independent,White
5795,2019,Independent,White
5796,2019,Independent,White
5797,2019,Democrat,White
5798,2019,Unsure/Refused,White
5799,2019,Independent,White
5800,2019,Republican,White
5801,2019,Republican,White
5802,2019,Republican,White
5803,2019,Democrat,White
5804,2019,Independent,White
5805,2019,Independent,White
5806,2019,Independent,White
5807,2019,Democrat,White
5808,2019,Independent,White
5809,2019,Democrat,White
5810,2019,Independent,White
5811,2019,Republican,White
5812,2019,Independent,White
5813,2019,Independent,White
5814,2019,Independent,White
5815,2019,Independent,White
5816,2019,Democrat,White
5817,2019,Republican,White
5818,2019,Independent,White
5819,2019,Republican,White
5820,2019,Independent,White
5821,2019,Independent,White
5822,2019,Democrat,White
5823,2019,Independent,White
5824,2019,Unsure/Refused,White
5825,2019,Independent,White
5826,2019,Republican,White
5827,2019,Republican,White
5828,2019,Republican,White
5829,2019,Independent,White
5830,2019,Independent,White
5831,2019,Democrat,White
5832,2019,Republican,White
5833,2019,Republican,White
5834,2019,Independent,White
5835,2019,Democrat,White
5836,2019,Independent,White
5837,2019,Republican,White
5838,2019,Independent,White
5839,2019,Independent,White
5840,2019,Democrat,White
5841,2019,Independent,White
5842,2019,Republican,White
5843,2019,Independent,White
5844,2019,Independent,White
5845,2019,Republican,White
5846,2019,Independent,White
5847,2019,Democrat,White
5848,2019,Republican,White
5849,2019,Republican,White
5850,2019,Democrat,White
5851,2019,Republican,White
5852,2019,Republican,White
5853,2019,Independent,White
5854,2019,Republican,White
5855,2019,Republican,White
5856,2019,Democrat,White
5857,2019,Democrat,White
5858,2019,Democrat,White
5859,2019,Republican,White
5860,2019,Democrat,White
5861,2019,Democrat,White
5862,2019,Democrat,White
5863,2019,Republican,White
5864,2019,Democrat,White
5865,2019,Democrat,White
5866,2019,Republican,White
5867,2019,Democrat,White
5868,2019,Independent,White
5869,2019,Republican,White
5870,2019,Independent,White
5871,2019,Independent,White
5872,2019,Republican,White
5873,2019,Democrat,White
5874,2019,Democrat,White
5875,2019,Independent,White
5876,2019,Republican,White
5877,2019,Democrat,White
5878,2019,Democrat,White
5879,2019,Independent,White
5880,2019,Republican,White
5881,2019,Independent,White
5882,2019,Independent,White
5883,2019,Democrat,White
5884,2019,Independent,White
5885,2019,Democrat,White
5886,2019,Independent,White
5887,2019,Independent,White
5888,2019,Democrat,White
5889,2019,Democrat,White
5890,2019,Independent,White
5891,2019,Democrat,White
5892,2019,Republican,White
5893,2019,Unsure/Refused,White
5894,2019,Independent,White
5895,2019,Independent,White
5896,2019,Unsure/Refused,White
5897,2019,Independent,White
5898,2019,Republican,White
5899,2019,Republican,White
5900,2019,Republican,White
5901,2019,Republican,White
5902,2019,Democrat,White
5903,2019,Democrat,White
5904,2019,Independent,White
5905,2019,Democrat,White
5906,2019,Democrat,White
5907,2019,Republican,White
5908,2019,Republican,White
5909,2019,Independent,White
5910,2019,Democrat,White
5911,2019,Independent,White
5912,2019,Independent,White
5913,2019,Democrat,White
5914,2019,Independent,White
5915,2019,Republican,White
5916,2019,Independent,White
5917,2019,Republican,White
5918,2019,Independent,White
5919,2019,Unsure/Refused,White
5920,2019,Democrat,White
5921,2019,Republican,White
5922,2019,Republican,White
5923,2019,Democrat,White
5924,2019,Republican,White
5925,2019,Republican,White
5926,2019,Unsure/Refused,White
5927,2019,Independent,White
5928,2019,Democrat,White
5929,2019,Democrat,White
5930,2019,Republican,White
5931,2019,Republican,White
5932,2019,Democrat,White
5933,2019,Independent,White
5934,2019,Democrat,White
5935,2019,Republican,White
5936,2019,Independent,White
5937,2019,Democrat,White
5938,2019,Independent,White
5939,2019,Democrat,White
5940,2019,Independent,White
5941,2019,Independent,White
5942,2019,Independent,White
5943,2019,Independent,White
5944,2019,Independent,White
5945,2019,Independent,White
5946,2019,Democrat,White
5947,2019,Independent,White
5948,2019,Republican,White
5949,2019,Independent,White
5950,2019,Democrat,White
5951,2019,Independent,White
5952,2019,Democrat,White
5953,2019,Republican,White
5954,2019,Democrat,White
5955,2019,Independent,White
5956,2019,Republican,White
5957,2019,Republican,White
5958,2019,Republican,White
5959,2019,Independent,White
5960,2019,Republican,White
5961,2019,Democrat,White
5962,2019,Democrat,White
5963,2019,Democrat,White
5964,2019,Republican,White
5965,2019,Republican,White
5966,2019,Independent,White
5967,2019,Republican,White
5968,2019,Independent,White
5969,2019,Republican,White
5970,2019,Democrat,White
5971,2019,Democrat,White
5972,2019,Republican,White
5973,2019,Republican,White
5974,2019,Independent,White
5975,2019,Republican,White
5976,2019,Democrat,White
5977,2019,Democrat,White
5978,2019,Independent,White
5979,2019,Republican,White
5980,2019,Democrat,White
5981,2019,Democrat,White
5982,2019,Republican,White
5983,2019,Independent,White
5984,2019,Republican,White
5985,2019,Independent,White
5986,2019,Republican,White
5987,2019,Democrat,White
5988,2019,Republican,White
5989,2019,Republican,White
